5-hydroxytryptamin	or_5-ht
peinlich	embarrass/a/causing_embarrassment
pelikan	pelican/n/any_of_various_seabirds_of_the_family_pelecanidae
pelle	peel
pelzig	cover_with_fur
pendeluhr	pendulum_clock
perfekt	perfect/a/fitting_its_definition_precisely
perfektionismus	perfectionism/n/a_belief_that_spiritual_perfection_may_be_achieved_during_life
perfektiv	perfective/a/relative_to_the_perfect_tense_or_perfective_aspect
perforieren	perforate/v/to_pierce_or_penetrate
permafrostboden	permafrost/n/permanently_frozen_ground
peruanerin	peruvian
perücke	wig/n/head_of_artificial_hair
pfahl	stake
pfefferminze	peppermint/n/herb
pfeife	whistle/n/device_used_to_make_a_whistling_sound
pfeil	arrow/n/projectile
pfeil	arrow
pflegen	foster/v/to_cultivate_and_grow_something
pflegen	nurse/v/to_care_for_the_sick
pflicht	duty
pförtner	concierge
pförtner	janitor/n/doorman
pförtner	porter
pharao	pharaoh
pharmazeut	pharmacist
pharynx	pharynx/n/part_of_alimentary_canal
philokartie	deltiology/n/study_and_collection_of_postcards
photon	photon/n/quantum_of_light
physiognomie	physiognomy/n/art_of_judging_on_the_character_or_personality_from_the_bodily_appearance
pidgin-sprachen	pidgin/n/amalgamation_of_two_languages_having_no_native_speakers
pinkeln	wee-wee/v/to_urinate
piranha	piranha/n/south_american_fish
piratenflagge	jolly_roger
pisser	use_like_asshole
pitjantjatjara	pitjantjatjara/n/the_aboriginal_language_mainly_spoken_in_central_australia
plagiieren	plagiarize/v/use,_and_pass_off_as_one's_own,_someone_else's_writing/speech
plakat	poster/n/advertisement
planalto-tropfenameisenwürger	planalto_slaty_antshrike
planen	plan/v/to_intend
planung	plan
platt	flat
plätzchen	biscuit
plimsoll-marke	plimsoll_mark/n/mark_on_the_hull_of_a_ship
plotten	plot/v/to_trace_out_a_graph_or_diagram
plötzlich	sudden/a/happening_quickly_and_with_little_or_no_warning
plündern	raid
pluraletantum	plurale_tantum/n/a_noun_without_a_singular_form
pöbel	hoi_polloi/n/the_common_people
politikwissenschaft	political_science/n/study_of_politics
polizist	policeman/n/a_member_of_a_police_force
pommes_frites	chip/n/french_fried_potatoes
ponderabel	weighable
porös	porous
port_moresby	port_moresby/n/capital_of_papua_new_guinea
portugiesisch	portuguese/a/of_or_relating_to_the_region_of_portugal
portugiesisch	portuguese_language
portwein	port_wine/n/a_type_of_fortified_wine_traditionally_made_in_portugal
porzellan	china/n/porcelain
posten	job
postfrisch	mint
potemkinsches_dorf	potemkin_village
pottwal	sperm_whale/n/sperm_whale
präfekt	prefect
präfix	prefix
prahlen	brag
praktikum	internship
prärie	prairie
premierminister	prime_minister
presbyterianisch	presbyterian
pressburg	bratislava
presse	press/n/device_used_to_apply_pressure
presse	press/n/printed_media
pressemitteilung	press_release/n/official_written_media_statement
preuße	prussian/n/citizen_of_german_state_of_prussia
preußen	prussia
preußisch	prussian/a/of_prussia
priapswurm	penis_worm
primär	primary/a/that_which_is_placed_ahead_of_others
primat	primacy
primogenitur	primogeniture/n/an_exclusive_right_of_inheritance_belonging_to_the_eldest_son
privatdetektiv	private_investigator
problem_des_handlungsreisenden	travel_salesman_problem/n/mathematical_problem
profitieren	benefit/v/be_or_provide_a_benefit
proletarisch	proletarian/a/relating_to_proletariat
promenadenmischung	mutt
proteggersi	protect_oneself
protozoon	protozoan/n/any_of_a_diverse_group_of_eukaryotes
provinz	province
provozieren	provoke/v/to_cause_to_become_angry
prußen	prussia/n/former_baltic_country
puderzucker	powder_sugar
puffmutter	madam
punkt	spot
puppenstube	dollhouse/n/a_miniature_house
pur	pure/a/free_of_flaws_or_imperfections
püree	puree
purpurschnecke	hexaplex_trunculus
pute	turkey/n/stupid_person
pyrrhisch	pyrrhic
pyrrhussieg	pyrrhic_victory/n/a_costly_victory
quadrillion	long_scale_short_scale_septillion
quälen	torment
qualm	dense_or_greasy_smoke
quartal	quarter_year
quasseln	gab
quellenangabe	reference
quellen	well
quietschen	squeak/v/emit_sound
quito	quito/n/capital_of_ecuador
quran	redirect_qur
rächen	revenge
radiergummi	eraser/n/thing_used_to_erase_something_written_or_drawn
radikalismus	radicalism/n/social_or_political_movements_that_aim_at_fundamental_change_in_the_structure_of_society
rafael	less_common_spell_of_raphael
raf	rote_armee_fraktion
raffinieren	refine
rahm	cream
rajon	raion
rampenlicht	limelight/n/type_of_stage_lighting
ranke	tendril
ranzen	satchel
raseneisenstein	bog_iron_ore/n/deposit
rasieren	shave/v/to_remove_hair_from_one's_face
rasse	breed/n/all_animals_or_plants_of_the_same_species_or_subspecies
rasse	quality
rat	advice/n/opinion_recommended_or_offered,_as_worthy_to_be_followed
ratifizieren	ratify
räuber	pirate
raubkopie	illegal_copy_of_digital_data
raubkopieren	piracy/n/unauthorized_duplication
rauchschwalbe	hirundo_rustica
raufußkauz	tengmalm_owl/n/species
raum	volume
raum-zeit	space-time
rausschmeißer	last_dance
realistisch	realistic/a/relating_to_the_representation_of_objects,_actions_or_conditions_as_they_actually_are_or_were
rechenbrett	calculation_slate
recherche	investigation
recht	just
recht	privilege
rechte_hand	right-hand_man
rechtschreibreform	spell_reform
rechtsstaat	constitutional_state
redakteur	editor
redewendung	figure_of_speech/n/word_or_phrase
redundanz	redundancy/n/duplication_of_components_or_circuits_to_provide_survival_of_the_total_system_in_case_of_failure_of_single_components
refektorium	refectory/n/dining-hall
referieren	report
reflexbogen	reflex_arc
regel	norm/n/that_which_is_normal
regelmäßig	steady
regentropfen	raindrop/n/a_droplet_of_rainwater
regime	regime/n/period_of_rule
regulär	regular
reich	kingdom/n/taxonomic_division,_below_domain_and_above_phylum
reichsapfel	globus_cruciger/n/royal_symbol_of_power
reichskristallnacht	another_name_for_kristallnacht
reichtum	wealth/n/riches
reinigungsvorrichtung	clean_shoe/n/part_of_a_combine
reiseagentur	travel_agency
reiseführer	travel_guide
reißnagel	thumbtack
reiter	mount/n/rider_in_cavalry
reittier	animal_which_can_be_mount_and_ride_by_human
reklamation	claim
rekrutieren	recruit/v/to_make_an_attempt_to_enroll_or_enlist_new_members_or_potential_employees
reling	rail
renovieren	renovate/v/to_renew
reserve	reserve/n/that_which_is_reserved,_or_kept_back,_as_for_future_use
ressentiment	resentment/n/anger_or_displeasure_felt_out_of_belief_that_others_have_engaged_in_wrongdoing_or_mistreatment
resultat	result
reue	regret/n/instance_of_such_an_emotion
reuen	regret
reüssieren	succeed
revanche	revenge
revers	revers/n/lapel,_reversed
revidieren	revise/v/to_review,_alter_and_amend,_especially_of_written_material
rhetorische_frage	rhetorical_question/n/question
rhône	rhone/n/river
ribonukleinsäure	ribonucleic_acid/n/derivative_of_dna,_used_in_the_transcription_of_genetic_material
richten	direct
richtig	proper/a/fit,_suitable
riemen	strap
riese	giant
riesenalk	great_auk
riesenkalmar	giant_squid
riesenrad	big_wheel
riesenrad	ferris_wheel/n/ride_at_a_fair_consisting_of_large_wheel
rigel	rigel/n/star
rille	groove
ringelblume	pot_marigold/n/calendula_officinalis
ritter	knight/n/warrior,_especially_of_the_middle_ages
rittmeister	cavalry_officer
rochade	castle/n/move_in_chess
rochen	ray/n/marine_fish_with_a_flat_body,_large_wing-like_fins,_and_a_whip-like_tail
roh	raw
rohrzucker	cane_sugar/n/sugar_from_the_sugarcane_plant
roman	novel
romancier	novelist
rom	rom/n/a_member_of_the_romani_people
römische_ziffer	roman_numeral/n/a_numeral_represented_by_letters
rose	variant_of_rosa
rosinenbrot	raisin_bread/n/raisin_bread
rostig	rusty/a/affected_by_rust
roter_riese	red_giant/n/large_red_star
roter_sauser	must_make_from_red_grape_that_have_begin_to_ferment_but_that_have_not_turn_into_wine_yet
rotfuchs	european_red_fox
rötlich-braun	auburn
rotz	snot
rückenwind	tailwind
rückkopplung	feedback/n/signal_that_is_looped_back_to_control_a_system_within_itself
rücksichtslos	reckless/a/indifferent_to_danger_or_the_consequences
rüde	rude
rüffeln	reprimand
rügen	locate_in_baltic_sea
ruhig	calm
ruhig	quiescent/a/inactive,_at_rest,_quiet
ruhig	quiet
rülps	belch
rumäne	romanian/n/native_of_romania
rumlungern	loiter/v/to_stand_about_idly
rummel	bustle
rund	round/a/circular_or_cylindrical
russisch	russian/n/the_russian_language
russophon_kanadisch	russian-canadian/a/russophone_canadian
rutsche	slide/n/toy
rutsche	slide
säbelzahntiger	sabre-toothed_tiger/n/prehistoric_cat
sache	cause
sachen	clothe
sackgasse	close/n/street
sackgasse	cul-de-sac/n/blind_alley
saft	sap
saftig	juicy
sagte	tell/v/simple_past_tense
saibling	char
salpeter	saltpeter
saluki	saluki/n/saluki_breed_of_dog
salzburg	salzburg/n/state
salz	sal
salzwasser	salt_water
samen	semen/n/male_reproductory_fluid
sami	sami/n/sami_language
sammeln	collection/n/activity_of_collecting
sammeln	collect/n/hobby
sammeln	congregate
sammeln	gather
samoaner	american_samoan/n/person
samurai_sword	redirect_katana
sandbox	sandbox/n/isolated_program_execution_area
sandfarben	sandy/a/sand-coloured
sandstein	sandstone/n/sand/clay_sedimentary_rock
sanduhr	hourglass/n/clock
sanftmütig	meek
saniert	renovate
sara	sarah/n/wife_of_abraham
sardine	sardine/n/fish
sascha	sasha/n/male_given_name
saskatchewan	saskatchewan/n/province_in_western_canada
saskia	borrow_from_in_20th_century
satt	full/a/satisfied,_in_relation_to_eating
saturn	saturn/n/planet
satzbau	construction/n/grammar
satz	movement/n/physical_motion
satz	sentence
satz	theorem
saudi-araber	saudi_arabian/n/person_from_saudi_arabia
saudi-arabisch	saudi_arabian/a/pertaining_to_saudi_arabia
sauer	acid/a/sour,_sharp,_or_biting_to_the_taste
sauer	tart/a/with_sharp_taste,_sour
sauerteig	sourdough
saulus	original_name_of_apostel_paul
schaber	widget/n/small_scraping_tool
schach	chess/n/two-player_board_game
schach	chess
schaden	harm
schaden	harm/v/cause_damage
schaffen	create/v/to_put_into_existence
schafott	scaffold/n/platform_for_executions
schalten	switch/v/to_change_(something)_to_the_specified_state_using_a_switch
schalttag	leap_day
scharbockskraut	less_celandine/n/a_european_perennial_herb,_ranunculus_ficaria
scharf	sharp/a/stylish_or_attractive
scharfsinnig	sharp-witted
schätzen	assess
schätzen	value
schatzkiste	treasure_chest
schauder	shudder/n/shivering_tremor
schäumen	froth
scheffel	bushel/n/dry_measure
scheibe	compact_disc
scheinbar	apparently/r/seemingly
scheiße	shit/n/solid_excretory_product_evacuated_from_the_bowel
scheisse	shit
schellack	shellac/n/processed_secretion_of_the_lac_insect
schematisch	schematic
scheren	mind
scheren	shear
scherz	frolic/n/playful_antic
schicht	layer
schicht	tier/n/layer_or_rank
schickse	schicksa/n/non-jewish_female
schiedsrichterassistent	assistant_referee/n/official_at_a_football_match
schiefe_ebene	incline_plane/n/simple_machine
schießen	dart
schießen	kick/v/direct_to_a_particular_place_by_a_blow_with_the_foot_or_leg
schießen	shoot_up
schiffbruch	shipwreck/n/event
schiffe	ship
schiffswrack	shipwreck
schimmeln	mold
schimmer	gleam
schiri	coll_abbreviation_of_schiedsrichter
schlachten	slaughter
schlachtschiff	battleship/n/warship
schlachtschiff	battleship
schlagen	defeat/v/to_overcome_in_battle_or_contest
schlaraffenland	cockaigne/n/mythical_land
schlau	clever
schlauchboot	inflatable_boat
schlechterdings	absolutely
schleichen	creep/v/change_or_deviate_gradually
schleier	veil
schleißen	tear
schlemmer	sybarite/n/person_devoted_to_pleasure_and_luxury
schleswig-holstein	schleswig-holstein/n/state
schließlich	at_last/r/in_the_end
schloss	lock/n/firing_mechanism_of_a_gun
schlosserei	metalworking_shop
schluckauf	hiccup/n/the_condition_of_having_hiccup_spasms
schlummern	slumber
schlumpf	smurf/n/fictional_character
schlupf	slippage
schlürfen	slurp
schmerztablette	pain_pill
schmetterlingsfisch	butterfly_fish_of_cichlid_pantodontidae_family
schmollen	pout/v/sulk,_(pretend_to)_be_ill-tempered
schmuck	decoration
schmuggel	smuggle
schmuggler	smuggler
schnabel	bill
schnalle	buckle/n/a_clasp_for_fastening
schnappschuss	snapshot
schnarchen	snore
schnarchralle	snore_rail/n/bird
schneeball	any_shrub_of_genus_viburnum
schneeballsystem	pyramid_scheme/n/illicit_money-making_scheme
schneekanone	snow_cannon/n/machine_that_spurts_out_snow_over_pistes
schneiden	cut
schnell	quickly
schneller_werden	accelerate/v/to_become_faster
schnelligkeit	speed
schnittlauch	chive/n/plant
schnüffeln	pry/v/opening_and_looking_where_one_is_not_welcome
schokoriegel	candy_bar
scholle	clod
schon	indeed
schraubstock	vise
schrecken	terror/n/extreme_fear
schreiben	write/v/to_send_a_letter_to
schreibsekretär	secretary/n/type_of_desk
schreinerei	carpentry/n/the_trade_of_cutting_and_joining_timber
schubkarre	wheelbarrow
schüchtern	shy
schuhe_mit_absatz	high_heel/n/pair_of_shoes
schulden	debt
schüler	pupil
schüren	poke
schurke	scoundrel/n/villain
schurkenstaat	rogue_state/n/_state_or_nation_acting_outside_of_the_accepted_national_or_international_norms_and_policies
schürze	apron
schutt	rubbish
schutz	guard/n/part_of_machine_blocking_dangerous_parts
schützen	protect/v/to_keep_safe
schwächen	weaken
schwachsinn	nonsense
schwafeln	waffle
schwarm	crush/n/a_short-lived_and_unrequited_love_or_infatuation
schwärmen	swarm
schwarze_tollkirsche	deadly_nightshade/n/deadly_nightshade
schwarzmündige_bänderschnecke	grove_snail
schwarzweiß	black-and-white
schwarzweißfotografie	black-and-white_photography
schweflige_säure	sulfurous_acid
schwein	dirty
schwein	swine
schweinerei	dirtiness
schweinisch	like_pig
schweizer	swiss/n/swiss_person
schwemmkegel	alluvial_fan/n/cone-shaped_heap_of_alluvium
schwer	difficult/a/hard,_not_easy
schwer	heavy/a/having_great_weight
schwertfisch	swordfish
schwiegersohn	son-in-law/n/son-in-law
schwierig	difficult
schwingen	swing/v/object_movement
schwitzen	sweat/v/to_emit_sweat
schwören	take_oath
schwül	oppressive
schwyz	alemannic_name_of_switzerland
sechseckig	have_six_corner
sechserpack	six-pack/n/a_set_of_six_beverage_cans
sechserpack	six_pack/n/set_of_six_beverage_cans
sechsundvierzig	forty-six/n/46
sechzigste	sixtieth
seeadler	white-tailed_eagle
see	lake/n/body_of_water
seefahrer	seafarer
seemann	seaman
seeteufel	allmouth
seevogel	seabird/n/any_bird_that_spends_most_of_its_time_in_coastal_waters
segeln	sail/n/motion_across_water
sehen	perceive
seicht	shallow
seide	have_small_white_flower_but_no_leave
seidenschwanz	waxwing
seidenstraße	silk_road/n/silk_road
seifenoper	soap_opera
seilbahn	ropeway_conveyor
seinesgleichen	like/n/something_similar_to_a_given_person_or_object
seismograf	seismograph/n/instrument_that_detects_and_records_earthquakes
seitlich	sideways/r/with_a_side_to_the_front
sekunden	second
selbstbefriedigung	wank/n/act_of_masturbation
selbst	oneself/n/the_person,_previously_mentioned
selbsterhaltung	self-preservation/n/self-preservation
selbstgefällig	complacent
selten	seldom
sender	transmitter
senegal	river
senegalesisch	senegalese
senilität	senility/n/the_losing_of_memory_and_reason
sense	scythe
serienmörder	serial_killer
seriennummer	serial_number/n/unique_number_assigned_to_unit
seriös	respectable
sex	sex/n/act_of_sexual_intercourse
shetlandinseln	shetland_island/n/group_of_islands
sibirien	siberia
sicher	safe
sicht	view
siderisch	sidereal/a/relating_to_a_measurement_of_time_relative_to_the_position_of_the_stars
siebeneckig	have_seven_corner
siebenschläfer	edible_dormouse/n/dormouse_which_is_food
sieben_tugenden	seven_virtue/n/seven_virtues
siebzehnte	seventeenth
sieden	simmer
siegerehrung	victory_ceremony
siff	nonsense
signal	signal/n/indication
sikh	sikh/n/an_adherent_of_sikhism
silberfarbig	silver
sim-karte	sim_card/n/small,_removable_card_which_stores_mobile_phone_data
simplex	though_in_german_in_may_have_morpheme_of_inflection
singapurer	singaporean/n/a_person_from_singapore
singdrossel	bird
singschwan	whooper_swan/n/species_of_swan
sinken	decline/v/move_downwards
sinken	drop
sinken	sink/v/descend_into_liquid,_etc
sinn	idea
sintflut	deluge_heavy_rain
sisyphusarbeit	sisyphean_task
sittich	parakeet/n/various_species_of_small_parrots
sitz	seat
sitzen	fit
skalar	pterophyllum_scalare
skeptizismus	skepticism/n/general_disposition_to_doubt
sklaverei	slavery/n/condition_in_which_one_is_captivated_or_subjugated
skulptur	sculpture/n/work_of_art_created_by_sculpting
slowakei	slovakia
sms	his_majesty_ship
snobismus	snobbery/n/the_property_or_trait_of_being_a_snob
so	so/r/very
sodomie	bestiality
soffitte	soffit/n/visible_underside_of_an_arch,_balcony,_beam,_cornice,_staircase,_vault_or_any_other_architectural_element
sogar	even
sohle	sole
so_lala	so-so/a/neither_good_nor_bad
solei	cook_egg_conserve_in_salt_water
sollen	be_mean
sollen	be_obligate
sollen	ought
sollen	should_do
sollen	would
sonnenaufgang	sunrise
sonnenbad	sunbath
sonnenuntergang	sunset/n/changes_in_color_of_sky_at_sunset
sorge	uneasiness
soße	dip/n/sauce_for_dipping
souverän	sovereign/a/exercising_power_of_rule
soweit	as_far_as/r/in_the_scope_of
sozialdarwinismus	social_darwinism/n/theory
spalier	trellis/n/an_outdoor_garden_frame_which_can_be_used_to_grow_vines_or_other_climbing_plants
spannend	excite
spärlich	scant/a/very_little
spazieren_gehen	take_stroll
speck	lard/n/bacon
speichellecker	bootlicker/n/bootlick
spekulieren	speculate/v/to_make_a_risky_trade
